title,abs_journal,status
Reconnection-Driven Turbulent Fluctuations in the Magnetically Dominated Collisionless Regime,arXiv e-prints,success
GLIMPSE-D: An Exotic Balmer-Jump Object at z=6.20? Revisiting Photometric Selection and the Cosmic Abundance of Pop III Galaxies,arXiv e-prints,success
Pre-training vision models for the classification of alerts from wide-field time-domain surveys,arXiv e-prints,success
The MeerKLASS UHF On-the-Fly Continuum Survey -- Data Release I,arXiv e-prints,success
Residual energy in weakly compressible turbulence with a mean guide field,arXiv e-prints,success
The MeerKLASS On-the-Fly continuum survey: pipeline design and validation,arXiv e-prints,success
High-Redshift Galaxy Candidates at z > 6 as Revealed by JWST Observations of MACS0647,arXiv e-prints,success
ESO Expanding Horizons White Paper: Electromagnetic characterisation of millihertz gravitational-wave sources in the Milky Way,arXiv e-prints,success
Binarity at LOw Metallicity (BLOeM): Projected rotational velocities,arXiv e-prints,success
Inference of Neutron Star Mass Distributions and the Equation of State from Multi-messenger Observations,arXiv e-prints,success
Connecting galaxies with their haloes -- from parsec to Mpc scales,arXiv e-prints,success
ASKAP discovery of a 30 kpc bipolar outflow from the edge-on disk of the nearby spiral galaxy ESO 130-G012,arXiv e-prints,success
DESI-DR1 $3 \times 2$-pt analysis: consistent cosmology across weak lensing surveys,arXiv e-prints,success
2D or not 2D? Exploring 3D relativistic magnetic reconnection dynamics with highly accurate numerical simulations,arXiv e-prints,success
Binarity Beyond Gaia: The case for a dedicated spectroscopic survey of binary stars,arXiv e-prints,success
Milky Way disc & Bulge in situ populations: ESO white paper - Expanding horizons call,arXiv e-prints,success
Accretion and Ejection Physics at High Time Resolution,arXiv e-prints,success
What Builds and Quenches the Most Massive Galaxies in the Early Universe?,arXiv e-prints,success
Self-confinement of relativistic pair beams in magnetized interstellar plasmas: the case of pulsar X-ray filaments,arXiv e-prints,success
"From ""The Cliff"" to ""Virgil"": Mapping the Spectral Diversity of Little Red Dots with JWST/NIRSpec",arXiv e-prints,success
The AIDA-TNG project: 3D halo shapes,arXiv e-prints,success
The AIDA-TNG project: dark matter profiles and concentrations in alternative dark matter models,arXiv e-prints,success
Bright Long Secondary Period Stars for Follow-up Observations,arXiv e-prints,success
Shedding the envelope: JWST reveals a kiloparsec-scale [OIII]-weak Balmer shell around a z=7.64 quasar,arXiv e-prints,success
"The AIDA-TNG project: abundance, radial distribution, and clustering properties of halos in alternative dark matter models",arXiv e-prints,success
Observational constraints on the origin of the elements. X. Combining NLTE and machine learning for chemical diagnostics of 4 million stars in the 4MIDABLE-HR survey,arXiv e-prints,success
Dust evolution across cosmic times as seen through DUSTY-GAEA,arXiv e-prints,success
Fastest or Significant: A Systematic Framework for Validating Global Minimum Variability Timescale Measurements of Gamma-ray Bursts,arXiv e-prints,success
Closed Form Expressions for the Potentials and Accelerations of Generalized Ring Models,arXiv e-prints,success
Observing spatial and temporal variations in the atmospheric chemistry of rocky exoplanets: prospects for mid-infrared spectroscopy,arXiv e-prints,success
Cygnus X-3: A variable petaelectronvolt gamma-ray source,arXiv e-prints,success
On the Origin of Kinematic Structure in the Young Association Serpens OB2,arXiv e-prints,success
Simulation-based inference with neural posterior estimation applied to X-ray spectral fitting - III Deriving exact posteriors with dimension reduction and importance sampling,arXiv e-prints,success
A faint M$_{\rm UV} = -14.5$ Lyman continuum leaker in the reionization epoch: unprecedented Ly$α$ properties at z=5.725,arXiv e-prints,success
The WINTER Observatory: A One-Degree InGaAs Survey Camera to study the Transient Infrared Sky,arXiv e-prints,success
BeppoSAX-WFC catalog of fast X-ray transients,arXiv e-prints,success
A Radio Search for Star-Planet Interaction in TOI-540 and SPECULOOS-3,arXiv e-prints,success
Double shell structure in supernova 2024ggi,arXiv e-prints,success
Unveiling the properties and origin of massive quenched galaxies at $z\ge2$ in the COLIBRE hydrodynamical simulations,arXiv e-prints,success
Weakened Inspirals I: High Mass Ratio Common Envelope Interactions in RGB Stars,arXiv e-prints,success
The dominant role of dark matter halo in quenching central galaxies,arXiv e-prints,success
The AGN nature of strong CIII emitters in the Early Universe with JWST,arXiv e-prints,success
High mass accretion rates onto evolved stripped-envelope massive stars by jet-induced mass removal,arXiv e-prints,success
Transformational astrophysics and exoplanet science with Habitable Worlds Observatory's High Resolution Imager,arXiv e-prints,success
MUSE Analysis of Gas around Galaxies (MAGG) - VII. Emission line galaxies near strong blended Ly$α$ absorption systems at $z\gtrsim3$,arXiv e-prints,success
Uniform Rolling: An LSST Observing Cadence Offering Sufficient Survey Uniformity for Comprehensive Cosmological Analysis,arXiv e-prints,success
N-emitters as possible sign-posts of GC formation,arXiv e-prints,success
Experimental investigation of O2 diffusion and entrapment in interstellar amorphous solid water (ASW),arXiv e-prints,success
1D stellar mergers: entropy sorting and PyMMAMS,arXiv e-prints,success
JWST Observations of the Double Nucleus in NGC 4486B: Possible Evidence for a Recent Binary SMBH Merger and Recoil,arXiv e-prints,success
The Galactic White Dwarf Population,arXiv e-prints,success
Serendipitous and targeted mm/sub-mm transient searches with wide-FOV telescope,arXiv e-prints,success
White Dwarfs in Wide Binary Systems as Reliable Age Calibrators,arXiv e-prints,success
The Emergence of Prebiotic Chemistry in the ISM,arXiv e-prints,success
The Future of Evolved Planetary Systems,arXiv e-prints,success
Sub-millimeter wavelength protostellar accretion rate monitoring with AtLAST,arXiv e-prints,success
"Why the Northern Hemisphere Needs a 30-40m Telescope and the Science at Stake: Shaping Galaxies and Their Stars with Stellar Population Gradients, IMF Variations and Environmental Drivers in Cluster Early-Type Galaxies",arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: Cosmology and High-z Universe,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40m Telescope and the Science at Stake: Ultra-Low-Mass Dwarf Galaxies Across the Boreal Cosmic Web,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: A Low Surface Brightness Science Case,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40m Telescope and the Science at Stake: from Interstellar Visitors to Planetary Defence,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: Mapping formation pathways of nuclear star clusters across galaxies,arXiv e-prints,success
Science Enabled by a 30-Meter-Class Telescope in the Northern Hemisphere: Massive Stars at Low Metallicity,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: Resolved Stellar Populations Studies in M31 and its Satellites,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: Galactic Archaeology from the Northern Sky,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: Northern Local Star-forming Dwarf Galaxies. Analogues of the First Galaxies and Probes of the Cosmic Metallicity Scale,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: Key Targets of Opportunity on Gas and Ice Giants and their satellites,arXiv e-prints,success
Why the northern hemisphere needs a 30-40 m telescope and the science at stake: Massive stars in spiral galaxies,arXiv e-prints,success
White Dwarf Binaries: Probes of Future Astrophysics,arXiv e-prints,success
Dynamical binary interactions in the 2040s,arXiv e-prints,success
Finding New Debris Discs at Sub-millimetre Wavelengths,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake. How do Planetary Systems Form?,arXiv e-prints,success
Attention-Based Preprocessing Framework for Improving Rare Transient Classification,arXiv e-prints,success
Surveying Galaxy Clusters (in formation) in the Distant Universe,arXiv e-prints,success
QUIJOTE-TFGI polarization calibration -- Ground characterization and on-sky validation with Tau A and the Moon,arXiv e-prints,success
Why the Northern Hemisphere Needs a 30-40 m Telescope and the Science at Stake: Time-domain astronomy,arXiv e-prints,success
A first systematic study of [OIII] 88$μ$m at $z>8$: two luminous oxygen lines and a powerful ionized outflow in the first 600 million years,arXiv e-prints,success
Multi-messenger and time-domain astronomy in the 2040s,arXiv e-prints,success
Cluster properties as a function of dynamical state in the DESI Legacy x UNIONS surveys,arXiv e-prints,success
"Discovery of Isolated, Quenched, and Likely Backsplash Dwarf Galaxies near M101",arXiv e-prints,success
BBNet: accurate neural network emulator for primordial light element abundances,arXiv e-prints,success
Spin-filament alignments to unravel galaxy evolution and model intrinsic alignments,arXiv e-prints,success
Spectroscopic Alerts for the Time-Domain Era,arXiv e-prints,success
Luminous Fast Blue Optical Transients in the 2040s,arXiv e-prints,success
Doubling NIRSpec/IFS capability to calibrate the single epoch black hole mass relation at high redshift,arXiv e-prints,success
A milli-Tidal Disruption Event Model for GRB$\;$250702B: Main Sequence Star Disrupted by an IMBH,arXiv e-prints,success
Skykatana: a scalable framework to construct sky masks for the Vera Rubin Observatory and large astronomical surveys,arXiv e-prints,success
"Development of a Custom kV-amplitude, pressure-tolerant Radio-Frequency transmitter",arXiv e-prints,success
GA-NIFS: the highest-redshift ring galaxy candidate from a head-on collision,arXiv e-prints,success
Sparse by the River: Diverse Environments of z > 3 Massive Quiescent Galaxies,arXiv e-prints,success
Portrait of a Galaxy on FIRE: Is the $α$-bimodality a natural consequence of inside-out disc growth in a hierarchical formation scenario?,arXiv e-prints,success
AMKID -- a large KID-based camera at the APEX telescope,arXiv e-prints,success
A Very Rich Bimodal Galaxy Cluster Merger: RXC J0032.1+1808,arXiv e-prints,success
Future Space-based Gamma-ray Pulsar Timing Arrays,arXiv e-prints,success
"A Comprehensive Interpretation of Fermi-LAT Pulsars: Fundamental-Plane Death Border, Visibility Thresholds, and GeV-TeV Unification",arXiv e-prints,success
"Detection prospects for heavy WIMP dark matter near supermassive black holes, particularly in M31",arXiv e-prints,success
Hydrogen-Rich to Stripped-Envelope:Observational Continuity and Biases in CCSNe,arXiv e-prints,success
The Cosmological Dipole in Tilted Anisotropic Universes,arXiv e-prints,success
Eight New Ultramassive Black Hole Masses confirm Best Correlation with Galaxy Core Sizes,arXiv e-prints,success
JWST Confirmation of a Runaway Supermassive Black Hole via its Supersonic Bow Shock,arXiv e-prints,success
Minuet: A Diffusion Autoencoder for Compact Semantic Compression of Multi-Band Galaxy Images,arXiv e-prints,success
The effect of baryons on the positions and velocities of satellite galaxies in the MTNG simulation,arXiv e-prints,success
(Re)solving the complex multi-scale morphology and V-shaped SED of a newly discovered strongly-lensed Little Red Dot in Abell 383,arXiv e-prints,success
The DESI DR1 Peculiar Velocity Survey: global zero-point and $H_0$ constraints,arXiv e-prints,success
The DESI DR1 Peculiar Velocity Survey: The Tully-Fisher Distance Catalog,arXiv e-prints,success
"A Comprehensive JWST/NIRSpec Census of Broad-Line Active Galactic Nuclei: Faint, Tiny, but Highly Accreting Sources in the Remote Universe",arXiv e-prints,success
